day_of_year,day_of_year_sin,freight_rate_usd_mt,bunker_price_usd_mt,days_since_start
307,-0.8406184056344783,18.7477,106.0128,1767
308,-0.8311706263658079,17.9383,104.0711,1768
309,-0.8214765533024145,18.3719,104.9883,1769
310,-0.8115390590073611,18.1243,104.7104,1770
311,-0.801361088174677,18.6003,103.0816,1771
312,-0.7909456567567774,18.5841,102.2283,1772
313,-0.780295851070776,18.0757,101.8508,1773
314,-0.7694148268839381,18.8579,105.8334,1774
315,-0.7583058084785625,18.5483,100.4868,1775
316,-0.7469720876965551,17.7294,100.381,1776
317,-0.7354170229639858,17.513,104.1384,1777
318,-0.7236440382959124,18.1348,103.7473,1778
319,-0.711656622281775,18.3756,101.0821,1779
320,-0.6994583270516471,17.8147,102.6606,1780
321,-0.6870527672236675,18.2174,102.7907,1781
322,-0.6744436188329457,18.0161,98.2735,1782
323,-0.661634618242279,18.8971,103.8962,1783
324,-0.6486295610349818,17.5725,102.2517,1784
325,-0.6354323008901775,18.4707,101.5646,1785
326,-0.622046748440868,18.4359,101.8893,1786
327,-0.6084768701151264,18.0321,100.8952,1787
328,-0.594726686960764,17.1799,98.5569,1788
329,-0.5808002734538013,18.141,100.4377,1789
330,-0.5667017562911184,17.463,100.7085,1790
331,-0.5524353131676203,18.9973,100.6885,1791
332,-0.5380051715382992,18.0393,99.226,1792
333,-0.5234156073655503,19.0009,99.5136,1793
334,-0.5086709438521042,18.1597,96.3587,1794
335,-0.49377555015997737,17.8492,96.6251,1795
336,-0.4787338401157883,18.7466,98.0457,1796
337,-0.4635502709028512,18.4201,101.8843,1797
338,-0.4482293417404106,19.316,96.8579,1798
339,-0.4327755925504317,17.9733,96.5073,1799
340,-0.41719360261231697,18.8644,93.3017,1800
341,-0.4014879892059737,19.442,99.0928,1801
342,-0.38566340624360745,18.9973,93.6593,1802
343,-0.3697245428906732,18.7955,96.6218,1803
344,-0.3536761221763721,19.105,92.5914,1804
345,-0.33752289959411347,18.5516,97.6937,1805
346,-0.32126966169236515,18.2849,97.1275,1806
347,-0.3049212246562894,18.4558,94.1764,1807
348,-0.2884824328806098,19.089,91.1164,1808
349,-0.27195815753410524,18.5394,97.5536,1809
350,-0.2553532951161881,18.7895,95.4363,1810
351,-0.23867276600594997,18.7048,95.1293,1811
352,-0.22192151300416674,19.5098,92.1991,1812
353,-0.20510449986861926,20.0513,93.7367,1813
354,-0.1882267098432439,18.8127,93.7127,1814
355,-0.1712931441814778,19.6313,96.0428,1815
356,-0.154308820664281,19.9582,94.6748,1816
357,-0.13727877211326517,19.4181,91.3711,1817
358,-0.12020804489935275,18.9975,92.1612,1818
359,-0.10310169744743544,20.2681,91.6894,1819
360,-0.0859647987374467,19.1654,92.5221,1820
361,-0.06880242680232064,20.5642,88.3079,1821
362,-0.05161966722325418,19.6534,91.2629,1822
363,-0.034421611622745804,19.3656,90.59,1823
364,-0.01721335615583528,19.9881,94.0551,1824
365,6.432490598706546e-16,20.2755,93.6647,1825
1,0.017213356155834685,20.4568,93.5342,1826
